x,Curve1
1.15276,0.00562232
1.25828,0.00697425
1.35448,0.00695279
1.44759,0.00697425
1.55,0.00650215
1.65862,0.00570815
1.75172,0.00495708
1.85414,0.00390558
1.95034,0.0044206
2.05586,0.00390558
2.15517,0.00371245
2.25448,0.00371245
2.35379,0.00354077
2.45621,0.00412017
